api_detail_url,deck,guid,id,name
https://www.giantbomb.com/api/game/3030-1/,A top-down isometric helicopter shoot 'em up originally for the Sega Genesis, which was later ported to a variety of platforms. It is best known for its open-ended mission design and was followed by several sequels.,3030-1,1,Desert Strike: Return to the Gulf
https://www.giantbomb.com/api/game/3030-2/,Breakfree is a block-breaking game that is similar to Breakout; however, it is played from a first-person perspective.,3030-2,2,Breakfree
https://www.giantbomb.com/api/game/3030-3/,null,3030-3,3,Hyperballoid Deluxe: Survival Pack
https://www.giantbomb.com/api/game/3030-4/,The Chessmaster 2000 is the chess game that began the Chessmaster franchise. It was developed by The Software Toolworks, featuring a chess engine written by David Kittinger.,3030-4,4,The Chessmaster 2000
https://www.giantbomb.com/api/game/3030-5/,Put on some tight red spandex pants and grab your four-string in this atrocious fishing game from S&amp;S Interactive.,3030-5,5,Bass Avenger
https://www.giantbomb.com/api/game/3030-6/,Smackdown Vs. Raw 2007 is the third installment in the Smackdown Vs. Raw series.,3030-6,6,WWE SmackDown! vs. RAW 2007
https://www.giantbomb.com/api/game/3030-7/,Camelot Warriors is an action / adventure 8-bit game developed in Spain by Dinamic Software. It was very popular in Spain and was even a packed-in game (along others) for a long time in Armstrad CPCs.,3030-7,7,Camelot Warriors
https://www.giantbomb.com/api/game/3030-8/,A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.,3030-8,8,Super Spy Hunter
https://www.giantbomb.com/api/game/3030-9/,Fritz 9: Play Chess is a chess game for the PC developed by ChessBase. It features and advanced chess engine, video tutorials, online play and is able to analyze your chess ability as well as those of great players from the past.,3030-9,9,Fritz 9: Play Chess
https://www.giantbomb.com/api/game/3030-10/,The Real Deal 2 is a collection of 17 classic card games.,3030-10,10,The Real Deal 2
https://www.giantbomb.com/api/game/3030-11/,Text adventure game for the Commodore 64,3030-11,11,Gothmog's Lair
https://www.giantbomb.com/api/game/3030-12/,Blade &amp; Sword is a Samurai-themed action RPG for the PC developed by Pixel Studio, a Chinese developer.,3030-12,12,Blade & Sword
https://www.giantbomb.com/api/game/3030-13/,Premier Manager '98 is the fifth game in the Premier Manager series. It covers the 1997/1998 English football season.,3030-13,13,Premier Manager 98
https://www.giantbomb.com/api/game/3030-14/,Like Mario Party but bad (and with an inappropriate name)!,3030-14,14,Mary-Kate and Ashley: Sweet 16: Licensed to Drive
https://www.giantbomb.com/api/game/3030-15/,Kampfgruppe is a WWII strategy game by SSI. The german word Kampfgruppe refers to a flexible combat formation of any kind, and more specifically to those formations used by Germany during WWII.,3030-15,15,Kampfgruppe
https://www.giantbomb.com/api/game/3030-16/,EGA-Roids is an Asteroids-like game developed by Designer Software. It was created to show off the new EGA graphics capabilities introduced at the time.,3030-16,16,EGA-Roids
https://www.giantbomb.com/api/game/3030-17/,Sportfischen Professional is a fishing simulation developed by Radon Labs for the PC. It features detailed 3D graphics, 7 different fishing areas and many playing modes.,3030-17,17,Sportfischen Professional
https://www.giantbomb.com/api/game/3030-18/,Metal Slug X is an upgraded version of Metal Slug 2, featuring the Metal Slug 3 game engine. The story remains the same but there are slight changes to music, gameplay and interactions.,3030-18,18,Metal Slug X: Super Vehicle - 001
